,Ratings,Full_review
113,5,I just loved it ....It performed beyond my expectations...If you are planning to get a power laptop with sleek and classy design go for .... It will offer you great experience ...You will just love it..
114,3,I have been using this product for the last 10 days. So let me share my experience here.  -Its packing was great  -It has a decent screen.  -The backlight keyboard with violet color makes it quite attractive.  -speaker sound is good  -Battery backup is okay (even after using normal applications. Don't know if u play heavy games!!)  -webcam is great.  -this laptop is a bit slower & its booting time is more which makes it look like its lagging. It should be more faster as it has an AMD Ryzen 5 ...
115,2,Startup is very long  Battery is not good  Working speed also no good .  This is the worst experience in laptops I ever used .  I didn't use first 15 days due to some person reasons now till then my return period is over .  Please I strongly recommend don't buy this laptop
116,5,07/09/20 today I got my laptop and it's design is fabulous looking too good. Really lite in weight display is descent for a hdd it is little bit slow but it has a nvme m.2 port for upgrading and a ddr4 extra ram slots so you can upgrade whenever you want to.best laptop for gaming and and work.ryzen processor really works well and that purple colour combinations is really eye catching
117,5,At this prize Intel is giving best laptops. But for 50k ryzen 5 3550h quad core is less At the prize of 45k other laptop is giving ryzen 5 hexa core
118,5,1)i liked it very much because of its design fabulus 2)dispaly was good and bright &veuvienig angles were also good at that price range 3)performace was excelent and it also come with 4gb nvidia gtx 1650 grafix card which can handle the heavy games &softwares easily 4)booting time is little bit late when compare with SSD laptop because it comes only with HDD the good thing is we can easily upgrade the storage with help of SSD up to 1TB 5)we can also upgrade RAM upto 16 gb and it comes with 8...
119,4,"The Product is Good Not Best. There are 2 Problems here, One with Ram and One with HDD. Well Ram issue is not the big issue Here, Games are still Playable. For Those who don't Know out of 8 Gb 2.1 GB of Ram is totally occupied by The Vram of the Cpu, So u are left with 5.88 GB of Ram. Now The game still runs like GTA 5.  But The Issue comes with HDD being 5400 Rpm its less. Its Pc performance degrades. You will see windows starting little late, application taking time to open. Also GTA 5 st..."
120,5,Great laptop especially fans for cooling. Add another 8 gb of ram and an SSD and then it'll skyrocket like no other. Fans do their work exceptionally well as the most important job of a gaming pc is cooling the system. Which is performed best in this price bracket.
121,4,"the laptop is great, an excellent buy for students and gamers alike.  the cpu and gpu work great in gaming and video editing. display size and quality is excellent. the keyboard feels really tactile and good to use. one of the con i found about this laptop is out of the 8gb ram, only 6 gb ram is usable ( 2gb ram is reserved for the integrated graphics). so i reccomend adding another 8gb ram stick for the best performance."
122,4,Ok So first don't trust on my english i hope you people can understand.  I review this laptop after 1 month of use i purchase this laptop on 3rd December 2020 today is 3rd jan 2021.   Look wise product is awesome. looks you want in gaming laptops this laptop satisfy the looks  Lets talk about display and the display is to awesome do not worry about display. Performance wise : you got amd ryzen 5 with radeon vega graphics(for display) and gtx 1650 dedicated graphic card with 8 gigs of ram but...
123,3,At first week the laptop was quite fast it's booting time was also less than 1 min. But after 1 month due to some windows 10 update booting tome went upto 4-5 minutes. And the laptop battery was also not too long for general purpose we can use it for 3-4 hours or sometimes even less. But I am happy with hp customer service because when my battery adapter failed to work they replaced it with new one. I could suggest you that instead of buying HDD you may buy 4gb 1050 graphic card with SSD. Whi...
124,5,"A great laptop at this price segment with hp branding. I would suggest to go for ssd variant not with hdd one it takes around 15 -20 sec to work properly at time of boot. Battry is decent you can watch videos for 6-7 hrs i guess But dont expect gaming without charging  Conclusion- nice product if you want to do all work gaming , editing, coding and video watching"
125,5,"Wonderful gaming laptop,upgrade the ram to 16gb but it supports until 32gb , ssd then this absolute stunning machine, coding wise this doesnt lag even a little bit. gaming still havent tested yet but the nvidia graphics card 1650 is really awesome , 4k videos run cool"
